,DateTime,Price,Откр.,Макс.,Мин.,Объём,Изм. %
857,2020-03-17,4168.5,"4.215,0","4.326,5","4.030,0","2,25M","-1,94%"
858,2020-03-16,4251.0,"4.414,0","4.414,0","4.102,0","2,58M","-3,69%"
859,2020-03-13,4414.0,"4.500,0","4.760,0","4.414,0","3,67M","-2,16%"
860,2020-12-03,4511.5,"4.625,0","4.745,5","4.487,5","3,69M","-8,08%"
861,2020-11-03,4908.0,"4.651,0","4.988,0","4.520,0","4,82M","7,89%"
862,2020-10-03,4549.0,"5.033,0","5.083,0","4.450,0","7,53M","-18,65%"
863,2020-06-03,5592.0,"5.744,5","5.775,0","5.534,5","2,27M","-4,61%"
864,2020-05-03,5862.5,"5.980,0","5.996,0","5.830,0","1,53M","-0,78%"
865,2020-04-03,5908.5,"5.740,5","5.928,5","5.701,5","1,60M","2,19%"
866,2020-03-03,5782.0,"5.700,0","5.900,0","5.661,0","1,96M","4,18%"
867,2020-02-03,5550.0,"5.815,0","5.897,5","5.540,0","2,91M","-2,62%"
868,2020-02-28,5699.5,"5.840,0","5.870,0","5.607,0","3,14M","-5,01%"
869,2020-02-27,6000.0,"6.140,0","6.186,0","6.000,0","1,51M","-4,10%"
870,2020-02-26,6256.5,"6.150,0","6.268,0","6.105,5","1,65M","1,48%"
871,2020-02-25,6165.0,"6.300,0","6.348,5","6.150,5","1,44M","-4,42%"
872,2020-02-21,6450.0,"6.519,0","6.527,5","6.450,0","613,52K","-1,43%"
873,2020-02-20,6543.5,"6.522,0","6.560,0","6.492,5","741,58K","0,53%"
874,2020-02-19,6509.0,"6.407,0","6.516,0","6.405,0","636,80K","2,05%"
875,2020-02-18,6378.5,"6.441,0","6.442,0","6.350,5","714,08K","-1,31%"
876,2020-02-17,6463.0,"6.439,0","6.483,5","6.431,0","350,71K","0,19%"
877,2020-02-14,6451.0,"6.486,0","6.498,0","6.410,0","484,61K","-0,30%"
878,2020-02-13,6470.5,"6.455,0","6.500,0","6.388,0","713,24K","0,07%"
879,2020-12-02,6466.0,"6.397,0","6.466,0","6.384,5","950,70K","1,07%"
880,2020-11-02,6397.5,"6.423,0","6.441,5","6.324,5","1,29M","-0,20%"
881,2020-10-02,6410.0,"6.450,5","6.451,5","6.350,0","958,34K","-0,63%"
882,2020-07-02,6450.5,"6.506,5","6.529,0","6.405,0","946,06K","-0,86%"
883,2020-06-02,6506.5,"6.587,5","6.605,0","6.501,0","686,42K","-0,67%"
884,2020-05-02,6550.5,"6.517,5","6.595,0","6.452,0","1,11M","0,78%"
885,2020-04-02,6500.0,"6.602,5","6.633,0","6.490,0","1,67M","-1,43%"
886,2020-03-02,6594.5,"6.517,0","6.600,0","6.517,0","2,68M","0,67%"
887,2020-01-31,6550.5,"6.635,0","6.670,0","6.540,5","1,77M","1,66%"
888,2020-01-30,6443.5,"6.499,0","6.535,0","6.415,0","1,61M","-2,86%"
889,2020-01-29,6633.0,"6.695,5","6.726,0","6.601,5","948,60K","-0,26%"
890,2020-01-28,6650.0,"6.565,0","6.657,0","6.503,5","770,63K","1,60%"
891,2020-01-27,6545.0,"6.540,0","6.569,5","6.413,0","1,08M","-1,13%"
892,2020-01-24,6620.0,"6.604,0","6.650,0","6.592,5","507,80K","0,46%"
893,2020-01-23,6590.0,"6.611,0","6.633,5","6.536,5","1,22M","-0,98%"
894,2020-01-22,6655.5,"6.719,0","6.810,0","6.655,5","868,11K","-0,79%"
895,2020-01-21,6708.5,"6.689,0","6.716,0","6.611,0","548,73K","-0,13%"
896,2020-01-20,6717.0,"6.700,0","6.770,0","6.684,5","446,77K","0,48%"
897,2020-01-17,6685.0,"6.590,0","6.714,5","6.581,0","1,21M","1,44%"
898,2020-01-16,6590.0,"6.558,0","6.596,0","6.542,0","1,02M","0,57%"
899,2020-01-15,6552.5,"6.519,0","6.574,0","6.480,0","1,05M","0,49%"
900,2020-01-14,6520.5,"6.541,5","6.566,5","6.459,5","719,82K","-0,15%"
901,2020-01-13,6530.0,"6.492,0","6.541,5","6.465,0","578,06K","0,62%"
902,2020-10-01,6490.0,"6.430,5","6.505,0","6.395,0","499,12K","0,93%"
903,2020-09-01,6430.0,"6.450,0","6.523,5","6.393,5","885,96K","-1,02%"
904,2020-08-01,6496.5,"6.400,0","6.513,0","6.350,5","976,35K","1,79%"
905,2020-06-01,6382.0,"6.300,0","6.382,0","6.284,5","754,52K","1,40%"
906,2020-03-01,6294.0,"6.203,5","6.294,0","6.185,0","795,87K","2,03%"
